tabblk2010,st,stusps,stname,cty,ctyname,trct,trctname,bgrp,bgrpname,cbsa,cbsaname,zcta,zctaname,stplc,stplcname,ctycsub,ctycsubname,stcd116,stcd116name,stsldl,stsldlname,stsldu,stslduname,stschool,stschoolname,stsecon,stseconname,trib,tribname,tsub,tsubname,stanrc,stanrcname,necta,nectaname,mil,milname,stwib,stwibname,blklatdd,blklondd,createdate
110010010016010,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001001,"10.01 (District of Columbia, DC)",110010010016,"6 (Tract 10.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20016,20016,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.9466927,-77.0916140,20190826
110010010016013,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001001,"10.01 (District of Columbia, DC)",110010010016,"6 (Tract 10.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20016,20016,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.9459108,-77.0916140,20190826
110010010016014,11,DC,District of Columbia,11001,"District of Columbia, DC",11001001001,"10.01 (District of Columbia, DC)",110010010016,"6 (Tract 10.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20016,20016,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.9451606,-77.0916146,20190826
110010072002039,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007200,"72 (District of Columbia, DC)",110010072002,"2 (Tract 72, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20003,20003,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8766505,-76.9943154,20190826
110010072002058,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007200,"72 (District of Columbia, DC)",110010072002,"2 (Tract 72, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20003,20003,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8755069,-77.0090604,20190826
110010073011003,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20024,20024,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8635120,-77.0086342,20190826
110010073011061,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8277575,-77.0223070,20190826
110010104002008,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8572134,-77.0045683,20190826
110010073011008,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20024,20024,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8541734,-77.0204021,20190826
110010072002040,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007200,"72 (District of Columbia, DC)",110010072002,"2 (Tract 72, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20003,20003,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8767842,-76.9931492,20190826
110010072002041,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007200,"72 (District of Columbia, DC)",110010072002,"2 (Tract 72, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20003,20003,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8768577,-76.9921054,20190826
110010073011117,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8262109,-77.0210449,20190826
110010110002001,11,DC,District of Columbia,11001,"District of Columbia, DC",11001011000,"110 (District of Columbia, DC)",110010110002,"2 (Tract 110, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20024,20024,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8740401,-77.0214683,20190826
110010110002014,11,DC,District of Columbia,11001,"District of Columbia, DC",11001011000,"110 (District of Columbia, DC)",110010110002,"2 (Tract 110, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20319,20319,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8597870,-77.0177796,20190826
110010004002020,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000400,"4 (District of Columbia, DC)",110010004002,"2 (Tract 4, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721971,United States Naval Observatory,11000001,01 District of Columbia WIB,38.9236693,-77.0674911,20190826
110010004002019,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000400,"4 (District of Columbia, DC)",110010004002,"2 (Tract 4, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20008,20008,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721971,United States Naval Observatory,11000001,01 District of Columbia WIB,38.9219805,-77.0679512,20190826
110010004002030,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000400,"4 (District of Columbia, DC)",110010004002,"2 (Tract 4, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20008,20008,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721971,United States Naval Observatory,11000001,01 District of Columbia WIB,38.9198457,-77.0680597,20190826
110010073011094,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8304008,-77.0186118,20190826
110010073011030,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8452726,-77.0123243,20190826
110010073011069,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8389573,-77.0167783,20190826
110010073011070,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8405474,-77.0161878,20190826
110010073011071,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8435578,-77.0150577,20190826
110010073011072,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8466201,-77.0144480,20190826
110010073011079,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8333826,-77.0185230,20190826
110010073011082,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8385822,-77.0148902,20190826
110010073011083,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8432167,-77.0137878,20190826
110010073011091,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8322773,-77.0172348,20190826
110010073011099,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8293407,-77.0176977,20190826
110010073011101,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8299577,-77.0168686,20190826
110010073011102,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8297838,-77.0171235,20190826
110010073011103,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8297102,-77.0175335,20190826
110010073011104,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8298095,-77.0179645,20190826
110010073011088,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8352850,-77.0171803,20190826
110010073011027,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20373,20373,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8500801,-77.0092719,20190826
110010073011031,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8455803,-77.0109001,20190826
110010073011085,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8426239,-77.0117932,20190826
110010073011086,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8398040,-77.0127306,20190826
110010073011087,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8351112,-77.0141134,20190826
110010073011089,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8373927,-77.0136448,20190826
110010073011026,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20373,20373,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8499433,-77.0088729,20190826
110010073011028,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8451528,-77.0113131,20190826
110010073011029,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8472084,-77.0104116,20190826
110010073011037,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8458085,-77.0083860,20190826
110010073011038,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8467049,-77.0089269,20190826
110010073011039,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8428986,-77.0096340,20190826
110010073011040,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8429578,-77.0111366,20190826
110010073011043,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8395690,-77.0108846,20190826
110010073011044,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8337008,-77.0145535,20190826
110010073011045,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8410456,-77.0103843,20190826
110010073011090,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8371248,-77.0131765,20190826
110010073011131,11,DC,District of Columbia,11001,"District of Columbia, DC",11001007301,"73.01 (District of Columbia, DC)",110010073011,"1 (Tract 73.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20032,20032,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11008,"Ward 8, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,110431721990,Bolling AFB,11000001,01 District of Columbia WIB,38.8469723,-77.0099847,20190826
