tabblk2010,st,stusps,stname,cty,ctyname,trct,trctname,bgrp,bgrpname,cbsa,cbsaname,zcta,zctaname,stplc,stplcname,ctycsub,ctycsubname,stcd116,stcd116name,stsldl,stsldlname,stsldu,stslduname,stschool,stschoolname,stsecon,stseconname,trib,tribname,tsub,tsubname,stanrc,stanrcname,necta,nectaname,mil,milname,stwib,stwibname,blklatdd,blklondd,createdate
110010099021009,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009902,"99.02 (District of Columbia, DC)",110010099021,"1 (Tract 99.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8714864,-76.9380967,20190826
110010099021001,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009902,"99.02 (District of Columbia, DC)",110010099021,"1 (Tract 99.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8737712,-76.9379516,20190826
110010099021002,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009902,"99.02 (District of Columbia, DC)",110010099021,"1 (Tract 99.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8732362,-76.9368978,20190826
110010099021003,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009902,"99.02 (District of Columbia, DC)",110010099021,"1 (Tract 99.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8733297,-76.9360560,20190826
110010099021004,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009902,"99.02 (District of Columbia, DC)",110010099021,"1 (Tract 99.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8726558,-76.9362060,20190826
110010099021005,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009902,"99.02 (District of Columbia, DC)",110010099021,"1 (Tract 99.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8719566,-76.9372750,20190826
110010099021006,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009902,"99.02 (District of Columbia, DC)",110010099021,"1 (Tract 99.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8724922,-76.9379166,20190826
110010099021007,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009902,"99.02 (District of Columbia, DC)",110010099021,"1 (Tract 99.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8727436,-76.9381080,20190826
110010099021010,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009902,"99.02 (District of Columbia, DC)",110010099021,"1 (Tract 99.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8685622,-76.9409518,20190826
110010099031001,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009903,"99.03 (District of Columbia, DC)",110010099031,"1 (Tract 99.03, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8891204,-76.9191473,20190826
110010099031000,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009903,"99.03 (District of Columbia, DC)",110010099031,"1 (Tract 99.03, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8897331,-76.9150467,20190826
110010099031003,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009903,"99.03 (District of Columbia, DC)",110010099031,"1 (Tract 99.03, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8878719,-76.9187924,20190826
110010099032001,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009903,"99.03 (District of Columbia, DC)",110010099032,"2 (Tract 99.03, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8880650,-76.9229781,20190826
110010099032003,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009903,"99.03 (District of Columbia, DC)",110010099032,"2 (Tract 99.03, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8897530,-76.9255248,20190826
110010099032000,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009903,"99.03 (District of Columbia, DC)",110010099032,"2 (Tract 99.03, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8887713,-76.9216487,20190826
110010099032002,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009903,"99.03 (District of Columbia, DC)",110010099032,"2 (Tract 99.03, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8881295,-76.9240532,20190826
110010099032004,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009903,"99.03 (District of Columbia, DC)",110010099032,"2 (Tract 99.03, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8887669,-76.9263286,20190826
110010099032005,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009903,"99.03 (District of Columbia, DC)",110010099032,"2 (Tract 99.03, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8892349,-76.9281859,20190826
110010099032008,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009903,"99.03 (District of Columbia, DC)",110010099032,"2 (Tract 99.03, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8869716,-76.9216335,20190826
110010099032007,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009903,"99.03 (District of Columbia, DC)",110010099032,"2 (Tract 99.03, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8867571,-76.9204979,20190826
110010099041000,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009904,"99.04 (District of Columbia, DC)",110010099041,"1 (Tract 99.04, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8896089,-76.9306160,20190826
110010099041001,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009904,"99.04 (District of Columbia, DC)",110010099041,"1 (Tract 99.04, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8892106,-76.9310043,20190826
110010099041002,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009904,"99.04 (District of Columbia, DC)",110010099041,"1 (Tract 99.04, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8885035,-76.9311415,20190826
110010099041003,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009904,"99.04 (District of Columbia, DC)",110010099041,"1 (Tract 99.04, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8878284,-76.9312884,20190826
110010099041004,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009904,"99.04 (District of Columbia, DC)",110010099041,"1 (Tract 99.04, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8871537,-76.9314397,20190826
110010099041005,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009904,"99.04 (District of Columbia, DC)",110010099041,"1 (Tract 99.04, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8861377,-76.9316595,20190826
110010099041006,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009904,"99.04 (District of Columbia, DC)",110010099041,"1 (Tract 99.04, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8851191,-76.9317096,20190826
110010099041007,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009904,"99.04 (District of Columbia, DC)",110010099041,"1 (Tract 99.04, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8842466,-76.9336194,20190826
110010099041008,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009904,"99.04 (District of Columbia, DC)",110010099041,"1 (Tract 99.04, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8843988,-76.9314702,20190826
110010099041009,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009904,"99.04 (District of Columbia, DC)",110010099041,"1 (Tract 99.04, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8837267,-76.9313130,20190826
110010099042008,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009904,"99.04 (District of Columbia, DC)",110010099042,"2 (Tract 99.04, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8834686,-76.9298959,20190826
110010099042007,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009904,"99.04 (District of Columbia, DC)",110010099042,"2 (Tract 99.04, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8841447,-76.9297467,20190826
110010099042003,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009904,"99.04 (District of Columbia, DC)",110010099042,"2 (Tract 99.04, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8868490,-76.9291581,20190826
110010099042004,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009904,"99.04 (District of Columbia, DC)",110010099042,"2 (Tract 99.04, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8861717,-76.9293026,20190826
110010099042002,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009904,"99.04 (District of Columbia, DC)",110010099042,"2 (Tract 99.04, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8875269,-76.9290078,20190826
110010099042005,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009904,"99.04 (District of Columbia, DC)",110010099042,"2 (Tract 99.04, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8854962,-76.9294534,20190826
110010099042006,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009904,"99.04 (District of Columbia, DC)",110010099042,"2 (Tract 99.04, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8848188,-76.9296020,20190826
110010099042000,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009904,"99.04 (District of Columbia, DC)",110010099042,"2 (Tract 99.04, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8887897,-76.9289007,20190826
110010099042001,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009904,"99.04 (District of Columbia, DC)",110010099042,"2 (Tract 99.04, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8882017,-76.9288595,20190826
110010099042009,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009904,"99.04 (District of Columbia, DC)",110010099042,"2 (Tract 99.04, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8821137,-76.9301609,20190826
110010099051000,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009905,"99.05 (District of Columbia, DC)",110010099051,"1 (Tract 99.05, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8884490,-76.9273415,20190826
110010099051001,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009905,"99.05 (District of Columbia, DC)",110010099051,"1 (Tract 99.05, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8878897,-76.9268731,20190826
110010099051002,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009905,"99.05 (District of Columbia, DC)",110010099051,"1 (Tract 99.05, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8872233,-76.9267507,20190826
110010099051003,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009905,"99.05 (District of Columbia, DC)",110010099051,"1 (Tract 99.05, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8868924,-76.9250319,20190826
110010099051004,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009905,"99.05 (District of Columbia, DC)",110010099051,"1 (Tract 99.05, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8862577,-76.9246132,20190826
110010099051005,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009905,"99.05 (District of Columbia, DC)",110010099051,"1 (Tract 99.05, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8865472,-76.9269042,20190826
110010099051006,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009905,"99.05 (District of Columbia, DC)",110010099051,"1 (Tract 99.05, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8858706,-76.9270524,20190826
110010099051007,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009905,"99.05 (District of Columbia, DC)",110010099051,"1 (Tract 99.05, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8855695,-76.9247981,20190826
110010099051008,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009905,"99.05 (District of Columbia, DC)",110010099051,"1 (Tract 99.05, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8848926,-76.9249468,20190826
110010099051009,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009905,"99.05 (District of Columbia, DC)",110010099051,"1 (Tract 99.05, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8851944,-76.9272015,20190826
110010099051010,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009905,"99.05 (District of Columbia, DC)",110010099051,"1 (Tract 99.05, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8845178,-76.9273466,20190826
110010099051011,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009905,"99.05 (District of Columbia, DC)",110010099051,"1 (Tract 99.05, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8838764,-76.9251693,20190826
110010099051012,11,DC,District of Columbia,11001,"District of Columbia, DC",11001009905,"99.05 (District of Columbia, DC)",110010099051,"1 (Tract 99.05, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20019,20019,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11007,"Ward 7, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,,,11000001,01 District of Columbia WIB,38.8838410,-76.9274953,20190826
